月数,人口,单岗研究,总研究,单岗超然逻辑,总超然逻辑,单岗能量币维护,总岗能量币维护,人口净化进度,产生人口净化进度,人口增长进度,产生人口增长进度,帝国人口
90,1090,2071.9359375,2258410.171875,62.21515625000001,67814.52031250001,147.83125,161136.0625,51.40000000001692,1942.5,301.09999999999354,1465,3290
91,1075,2019.36328125,2170815.52734375,60.552734375,65094.189453125,145.79687500000003,156731.64062500003,93.90000000001692,1914.75,50.09999999999354,1465,3275
92,1058,1960.5969375,2074311.559875,58.69585625,62100.215912499996,143.49125000000004,151813.74250000005,8.650000000016917,1883.3000000000002,232.59999999999354,1465,3258
93,1043,1909.4642812499999,1991571.2453437499,57.08143437499999,59535.93605312499,141.45687500000003,147539.52062500003,91.9500000000171,1855.5500000000002,420.1999999999935,1465,3243
94,1028,1859.0066249999998,1911058.8104999997,55.4895125,57043.21885,139.42250000000004,143326.33000000005,47.50000000001728,1827.8000000000002,187.9999999999934,1465,3228
95,1013,1809.22396875,1832743.8803437501,53.92009062500001,54621.05180312501,137.38812500000003,139174.17062500003,75.30000000001746,1800.0500000000002,384.5999999999934,1465,3213
96,999,1763.36915625,1761605.78709375,52.475596875,52423.121278125,135.48937500000002,135353.88562500002,75.35000000001764,1774.15,164.39999999999327,1465,3199
97,984,1714.8915,1687453.236,50.949675,50134.4802,133.455,131319.72,49.500000000017735,1746.4,369.69999999999317,1465,3184
98,971,1673.4235312500002,1624894.2488437502,49.64540937500001,48205.69250312501,131.69187500000004,127872.81062500004,95.90000000001783,1722.3500000000001,161.0999999999931,1465,3171
99,956,1626.205875,1554652.8165000002,48.16148750000001,46042.38205000001,129.65750000000003,123952.57000000002,18.250000000017963,1694.6000000000001,374.799999999993,1465,3156
100,943,1585.8299062499998,1495437.6015937498,46.893621874999994,44220.68542812499,127.89437500000004,120604.39562500003,12.850000000018099,1670.5500000000002,177.39999999999281,1465,3143
101,930,1545.9609375,1437743.671875,45.64265625000001,42447.670312500006,126.13125000000002,117302.06250000001,83.40000000001828,1646.5,399.4999999999928,1465,3130
102,917,1506.5989687499998,1381551.2543437497,44.408590625,40722.677603125005,124.36812500000002,114045.57062500002,29.90000000001828,1622.45,212.49999999999272,1465,3117
103,905,1470.71484375,1330996.93359375,43.284453125000006,39172.430078125006,122.74062500000002,111080.26562500001,52.350000000018326,1600.25,30.699999999992542,1465,3105
104,892,1432.3278749999997,1277636.4644999998,42.0828875,37537.93565,120.97750000000002,107911.93000000002,52.600000000018326,1576.2,264.19999999999254,1465,3092
105,880,1397.34375,1229662.5,40.98875,36070.100000000006,119.35000000000002,105028.00000000001,28.800000000018372,1554.0,92.39999999999236,1465,3080
106,868,1362.7916249999998,1182903.1305,39.909012499999996,34641.022849999994,117.72250000000003,102183.13000000002,82.80000000001837,1531.8000000000002,333.39999999999236,1465,3068
107,856,1328.6715000000002,1137342.8040000002,38.843675000000005,33250.18580000001,116.09500000000003,99377.32000000002,14.600000000018554,1509.6000000000001,171.19999999999231,1465,3056
108,845,1297.77421875,1096619.21484375,37.879765625000005,32008.401953125005,114.60312500000002,96839.64062500001,24.20000000001869,1489.25,13.799999999992224,1465,3045
109,833,1264.4820937499999,1053313.58409375,36.842028125,30689.409428125,112.97562500000004,94108.69562500004,13.45000000001869,1467.0500000000002,265.2999999999922,1465,3033
110,823,1237.06865625,1018107.50409375,35.988246875,29618.327178125,111.61937500000003,91862.74562500003,80.50000000001887,1448.5500000000002,117.09999999999218,1465,3023
111,811,1204.5685312499998,976905.0788437498,34.976909375,28366.273503124998,109.99187500000002,89203.41062500002,29.050000000019054,1426.3500000000001,375.19999999999214,1465,3011
112,801,1177.8150937499997,943429.8900937497,34.145128125,27350.247628125,108.63562500000002,87017.13562500001,55.40000000001919,1407.8500000000001,235.799999999992,1465,3001
113,791,1151.36165625,910727.0700937499,33.323346875,26358.767378124998,107.27937500000003,84857.98562500003,63.25000000001933,1389.3500000000001,100.3999999999919,1465,2991
114,780,1122.609375,875635.3125,32.4309375,25296.13125,105.78750000000001,82514.25,52.60000000001946,1369.0,368.09999999999184,1465,2980
115,770,1096.7859374999998,844525.1718749999,31.63015625,24355.220312499998,104.43125000000002,80412.06250000001,21.600000000019463,1350.5,241.09999999999172,1465,2970
116,761,1073.8013437499997,817162.8225937497,30.918003125,23528.600378125,103.21062500000002,78543.28562500002,72.10000000001946,1333.8500000000001,118.09999999999172,1465,2961
117,750,1046.0390625,784529.296875,30.05859375,22543.9453125,101.71875000000001,76289.06250000001,5.9500000000196,1313.5,394.79999999999166,1465,2950
118,741,1023.5944687499998,758483.5013437498,29.364440625,21759.050503125,100.49812500000003,74469.11062500002,19.4500000000196,1296.8500000000001,279.79999999999154,1465,2941
119,732,1001.392875,733019.5845,28.678387500000003,20992.579650000003,99.27750000000002,72671.13000000002,16.300000000019736,1280.2,168.39999999999145,1465,2932
120,724,981.862125,710868.1785,28.0753625,20326.56245,98.19250000000002,71091.37000000002,96.50000000001978,1265.4,60.599999999991496,1465,2924
121,714,957.7186875,683811.142875,27.330581250000005,19514.035012500004,96.83625000000002,69141.08250000002,61.90000000001987,1246.9,348.3999999999914,1465,2914
122,705,936.24609375,660053.49609375,26.668828124999997,18801.523828125,95.61562500000001,67409.015625,8.800000000019963,1230.25,247.79999999999131,1465,2905
123,697,917.3633437499999,639402.2505937499,26.087403124999998,18182.919978125,94.53062500000001,65887.84562500002,39.05000000001996,1215.45,150.79999999999131,1465,2897
124,689,898.67259375,619185.41709375,25.512378125000005,17578.028528125004,93.44562500000002,64384.03562500001,54.50000000002001,1200.65,56.99999999999136,1465,2889
125,680,877.875,596955.0,24.873124999999998,16913.725,92.22500000000001,62713.00000000001,55.1500000000201,1184.0,355.29999999999126,1465,2880
126,672,859.5922499999999,577645.992,24.3117,16337.462399999999,91.14000000000001,61246.08000000001,39.1500000000201,1169.2,268.2999999999913,1465,2872
127,664,841.5015000000001,558756.996,23.756675000000005,15774.432200000003,90.05500000000002,59796.52000000001,8.350000000020145,1154.4,184.49999999999136,1465,2864
128,657,825.82959375,542570.04309375,23.276278125,15292.514728125001,89.10562500000002,58542.39562500001,62.750000000020236,1141.45,103.89999999999122,1465,2857
129,649,808.09884375,524456.14959375,22.733253125,14753.881278125,88.02062500000002,57125.38562500002,4.200000000020282,1126.65,26.09999999999127,1465,2849
130,641,790.56009375,506749.02009375,22.196628125,14228.038628125,86.93562500000002,55725.73562500001,30.850000000020373,1111.8500000000001,336.39999999999117,1465,2841
131,634,775.3711874999999,491585.33287499996,21.732331249999998,13778.2980125,85.98625000000001,54515.28250000001,42.70000000002051,1098.9,264.99999999999113,1465,2834
132,627,760.32928125,476726.45934375003,21.272934375000002,13338.129853125001,85.03687500000001,53318.120625,41.6000000000206,1085.95,196.399999999991,1465,2827
133,620,745.434375,462169.3125,20.8184375,12907.431250000001,84.0875,52134.25,27.550000000020646,1073.0,130.59999999999104,1465,2820
134,613,730.68646875,447910.80534375,20.368840625,12486.099303125,83.13812500000002,50963.67062500001,0.5500000000206455,1060.05,67.59999999999104,1465,2813
135,607,718.16240625,435924.58059375,19.987371875,12132.334728125,82.32437500000002,49970.89562500001,60.6000000000206,1048.95,7.399999999990996,1465,2807
136,599,701.63165625,420277.36209375,19.484346875,11671.123778125,81.23937500000002,48662.38562500002,9.550000000020646,1034.15,330.29999999999103,1465,2799
137,593,689.35959375,408790.23909375,19.111278125,11332.987928125,80.42562500000001,47692.395625000005,43.70000000002074,1023.0500000000001,275.69999999999095,1465,2793
138,587,677.19553125,397513.77684375003,18.741809375,11001.442103124999,79.61187500000001,46732.170625000006,66.75000000002092,1011.95,223.4999999999909,1465,2787
139,581,665.13946875,386446.03134375,18.375940625000002,10676.421503125,78.79812500000001,45781.71062500001,78.70000000002096,1000.85,173.69999999999095,1465,2781
140,575,653.19140625,375585.05859375,18.013671875,10357.861328125,77.98437500000001,44841.01562500001,79.5500000000211,989.75,126.29999999999086,1465,2775
141,569,641.35134375,364928.91459374997,17.655003125000004,10045.696778125002,77.17062500000002,43910.08562500001,69.3000000000211,978.6500000000001,81.29999999999086,1465,2769
142,563,629.61928125,354475.65534374997,17.299934375,9739.863053125,76.35687500000002,42988.920625000006,47.95000000002119,967.5500000000001,38.69999999999072,1465,2763
143,556,616.068375,342534.01649999997,16.8902375,9390.97205,75.40750000000001,41926.57000000001,15.50000000002126,954.6,374.7999999999907,1465,2756
144,551,606.47915625,334170.01509375,16.600596874999997,9146.928878124998,74.72937500000002,41175.88562500001,70.10000000002128,945.35,337.39999999999054,1465,2751
145,545,595.07109375,324313.74609375,16.256328125,8859.698828125,73.915625,40284.015625,15.450000000021305,934.25,301.99999999999045,1465,2745
146,540,585.646875,316249.3125,15.972187500000002,8624.98125,73.23750000000001,39548.25000000001,49.700000000021305,925.0,268.99999999999045,1465,2740
147,535,576.29765625,308319.24609375,15.690546875000003,8394.442578125001,72.559375,38819.265625,74.7000000000213,915.75,237.99999999999045,1465,2735
148,530,567.0234375,300522.421875,15.411406249999999,8168.045312499999,71.88125000000001,38097.06250000001,90.4500000000213,906.5,208.99999999999045,1465,2730
149,525,557.82421875,292857.71484375,15.134765625,7945.751953125,71.20312500000001,37381.64062500001,96.9500000000213,897.25,181.99999999999045,1465,2725
150,520,548.7,285324.0,14.860625,7727.525000000001,70.525,36673.0,94.2000000000213,888.0,156.99999999999045,1465,2720
151,515,539.65078125,277920.15234375,14.588984375000003,7513.326953125002,69.84687500000001,35971.14062500001,82.2000000000213,878.75,133.99999999999045,1465,2715
152,510,530.6765625,270645.046875,14.319843750000002,7303.120312500001,69.16875,35276.0625,60.950000000021305,869.5,112.99999999999045,1465,2710
153,505,521.77734375,263497.55859375,14.053203125,7096.867578124999,68.49062500000001,34587.76562500001,30.450000000021305,860.25,93.99999999999045,1465,2705
154,501,514.71196875,257870.69634375,13.841690624999998,6934.687003124999,67.948125,34042.010625,90.7000000000213,852.85,76.99999999999045,1465,2701
155,496,505.9477499999999,250950.08399999997,13.57955,6735.4568,67.27000000000001,33365.920000000006,43.55000000002133,843.6,61.59999999999036,1465,2696
156,492,498.990375,245503.2645,13.3716375,6578.84565,66.7275,32829.93,87.15000000002135,836.2,48.19999999999027,1465,2692
157,487,490.36115625,238805.88309375002,13.113996875,6386.516478125,66.04937500000001,32166.045625000006,23.350000000021396,826.95,36.399999999990314,1465,2687
158,483,483.51178125,233536.19034375,12.909684375000001,6235.377553125,65.50687500000001,31639.820625000004,50.30000000002144,819.5500000000001,26.59999999999036,1465,2683
159,479,476.71040624999995,228344.28459374997,12.706971875,6086.639528125001,64.96437500000002,31117.93562500001,69.85000000002151,812.1500000000001,18.399999999990314,1465,2679
160,475,469.95703125,223229.58984375,12.505859375,5940.283203125,64.42187500000001,30600.390625000007,82.0000000000216,804.75,11.799999999990177,1465,2675
161,471,463.25165624999994,218191.53009374999,12.306346875,5796.2893781249995,63.87937500000001,30087.185625000006,86.7500000000216,797.35,6.7999999999901775,1465,2671
162,467,456.59428125,213229.52934375,12.108434375,5654.6388531249995,63.33687500000001,29578.320625000008,84.10000000002162,789.95,3.3999999999900865,1465,2667
163,463,449.98490625,208343.01159375,11.912121874999999,5515.312428124999,62.79437500000002,29073.795625000006,74.05000000002167,782.5500000000001,1.599999999990132,1465,2663
164,459,443.42353124999994,203531.40084374996,11.717409374999999,5378.290903124999,62.25187500000001,28573.610625000005,56.60000000002174,775.1500000000001,1.3999999999900865,1465,2659
165,455,436.91015625,198794.12109375,11.524296875,5243.555078124999,61.70937500000001,28077.765625000004,31.750000000021828,767.75,2.79999999998995,1465,2655
166,452,432.05662500000005,195289.59450000004,11.380512500000002,5143.991650000001,61.30250000000001,27708.730000000003,99.50000000002183,762.2,5.79999999998995,1465,2652
167,448,425.62725000000006,190681.00800000003,11.190200000000003,5013.209600000001,60.76000000000001,27220.480000000007,61.70000000002187,754.8000000000001,9.999999999989996,1465,2648
168,444,419.245875,186145.1685,11.001487500000001,4884.66045,60.217500000000015,26736.570000000007,16.50000000002194,747.4000000000001,15.79999999998995,1465,2644
169,441,414.49134374999994,182790.68259374998,10.861003125,4789.702378125,59.81062500000001,26376.485625000005,63.90000000002203,741.85,23.199999999989814,1465,2641
170,437,408.19396875,178380.76434375,10.675090625000001,4665.014603125001,59.26812500000001,25900.170625000006,5.750000000022055,734.45,31.799999999989723,1465,2637
171,434,403.5024375,175120.057875,10.53670625,4572.9305125,58.86125000000001,25545.782500000005,40.2000000000221,728.9000000000001,41.99999999998977,1465,2634
172,431,398.83790625,171899.13759375,10.399221875000002,4482.064628125001,58.45437500000001,25193.835625000007,69.10000000002219,723.35,53.39999999998963,1465,2631
173,428,394.200375,168717.7605,10.2626375,4392.40885,58.047500000000014,24844.330000000005,92.45000000002221,717.8000000000001,65.99999999998954,1465,2628
174,424,388.05899999999997,164537.01599999997,10.081925000000002,4274.736200000001,57.50500000000002,24382.120000000006,10.250000000022283,710.4000000000001,79.7999999999895,1465,2624
